,country,variety,points
105517,Austria,Grüner Veltliner,91
105518,Argentina,Malbec,91
105519,France,Pinot Noir,91
105520,Spain,Tempranillo Blend,91
105521,US,Chardonnay,91
105522,France,Pinot Noir,91
105523,US,Cabernet Sauvignon,91
105524,US,Syrah,91
105525,US,Syrah,91
105526,Germany,Riesling,91
105527,Argentina,Malbec,91
105528,France,Pinot Noir,91
105529,France,Pinot Noir,91
105530,US,Zinfandel,91
105531,Austria,White Blend,91
105532,Germany,Riesling,91
105533,Austria,Red Blend,91
105534,US,Syrah,91
105535,Argentina,Malbec,91
105536,Spain,Red Blend,91
105537,US,Syrah,91
105538,Australia,Shiraz,91
105539,Germany,Riesling,91
105540,Georgia,Saperavi,87
105541,Hungary,White Blend,87
105542,US,Zinfandel,87
105543,US,Pinot Noir,87
105544,Italy,Red Blend,87
105545,Italy,Red Blend,87
105546,Italy,Falanghina,87
105547,France,Champagne Blend,87
105548,US,Primitivo,87
105549,Chile,Carignan,87
105550,US,Chardonnay,87
105551,Portugal,Portuguese Red,87
105552,Chile,Gewürztraminer,87
105553,US,Sauvignon Blanc,87
105554,Portugal,Portuguese White,87
105555,France,Chardonnay,87
105556,Chile,Cabernet Sauvignon,87
105557,US,Zinfandel,87
105558,Italy,Moscato,87
105559,Chile,Cabernet Sauvignon,87
105560,Chile,Cabernet Franc,87
105561,France,Champagne Blend,87
105562,US,Verdelho,87
105563,US,Zinfandel,87
105564,France,Champagne Blend,87
105565,US,Merlot,87
105566,France,Rhône-style Red Blend,87
105567,US,Montepulciano,87
105568,Portugal,Loureiro,87
105569,Italy,Chardonnay,87
105570,Chile,Carmenère,84
105571,US,Rosé,84
105572,France,Bordeaux-style White Blend,84
105573,US,Pinot Noir,84
105574,US,Syrah,84
105575,France,Rosé,84
105576,US,Tempranillo,84
105577,US,Syrah,84
105578,Italy,Barbera,84
105579,France,White Blend,84
105580,France,Rosé,84
105581,US,Chardonnay,84
105582,New Zealand,Sauvignon Blanc,84
105583,US,Moscato,84
105584,Italy,Barbera,84
105585,US,Red Blend,84
105586,South Africa,Sparkling Blend,84
105587,US,Bordeaux-style Red Blend,84
105588,Australia,Pinot Noir,84
105589,US,Pinot Grigio,84
105590,US,Cabernet Sauvignon,84
105591,US,Merlot,84
105592,Chile,Chardonnay,84
105593,US,Red Blend,84
105594,New Zealand,Sauvignon Blanc,84
105595,South Africa,Red Blend,84
105596,US,Chardonnay,84
105597,France,Rosé,84
105598,US,Sauvignon Blanc,84
105599,South Africa,Sauvignon Blanc,84
105600,US,White Blend,83
105601,US,Merlot,83
105602,Italy,Sangiovese,83
105603,Chile,Malbec,83
105604,US,Red Blend,83
105605,US,Chardonnay,83
105606,US,Zinfandel,83
105607,US,Pinot Noir,83
105608,Spain,Verdejo,83
105609,US,Red Blend,83
105610,Spain,Tempranillo,83
105611,New Zealand,Pinot Noir,83
105612,Portugal,Portuguese Red,83
105613,Italy,Sangiovese,83
105614,Chile,Sauvignon Blanc,83
105615,US,Pinot Grigio,82
105616,Spain,Tempranillo,82
105617,Spain,White Blend,82
105618,Israel,Merlot-Argaman,82
105619,US,Red Blend,82
105620,Chile,Cabernet Sauvignon,82
105621,Spain,Rosé,82
105622,Spain,Monastrell,82
105623,US,Chardonnay,82
105624,US,Cabernet Sauvignon,82
105625,US,Rosé,82
105626,US,Pinot Noir,82
105627,US,Shiraz,82
105628,Chile,Sauvignon Blanc,82
105629,US,Pinot Noir,82
105630,Italy,Prosecco,86
105631,South Africa,Bordeaux-style Red Blend,86
105632,Italy,Prosecco,86
105633,Italy,Prosecco,86
105634,Spain,Red Blend,86
105635,Spain,White Blend,86
105636,Germany,Riesling,86
105637,Spain,Tempranillo,86
105638,US,Chardonnay,86
105639,US,Cabernet Sauvignon,86
105640,US,Chardonnay,86
105641,South Africa,Pinotage,86
105642,US,Zinfandel,86
105643,US,Cabernet Sauvignon-Cabernet Franc,86
105644,Portugal,Syrah,86
105645,US,Rhône-style Red Blend,86
105646,Spain,Red Blend,86
105647,Australia,Tokay,86
105648,Italy,Chardonnay,86
105649,Italy,Prosecco,86
105650,Italy,Prosecco,86
105651,Portugal,Portuguese White,86
105652,Italy,Prosecco,86
105653,France,Sparkling Blend,86
105654,Portugal,Touriga Nacional,86
105655,Italy,Prosecco,86
105656,Italy,Prosecco,86
105657,US,Petite Sirah,86
105658,Italy,Prosecco,86
105659,Italy,Prosecco,86
105660,Spain,White Blend,83
105661,Italy,Raboso,83
105662,France,Riesling,83
105663,Spain,Tempranillo,83
105664,France,Bordeaux-style Red Blend,83
105665,Spain,Tinta de Toro,83
105666,Germany,Riesling,83
105667,France,Rosé,83
105668,Hungary,Kekfrankos,83
105669,US,Cabernet Sauvignon,83
105670,US,Petite Sirah,83
105671,Spain,Red Blend,83
105672,Germany,Riesling,83
105673,Australia,Red Blend,83
105674,Spain,Tempranillo Blend,83
105675,Germany,Silvaner,83
105676,Spain,Tempranillo-Garnacha,83
105677,US,Zinfandel,83
105678,Hungary,Shiraz,83
105679,Spain,Tempranillo Blend,83
105680,Spain,White Blend,83
105681,Germany,Riesling,83
105682,Brazil,Cabernet Sauvignon-Merlot,83
105683,Australia,Grenache,83
105684,US,Zinfandel,83
105685,Germany,Riesling,83
105686,Spain,Tempranillo-Cabernet Sauvignon,83
105687,US,Chardonnay,83
105688,Lebanon,Red Blend,83
105689,Australia,Shiraz,83
105690,Italy,Nebbiolo,92
105691,US,Pinot Noir,92
105692,US,Meritage,92
105693,Chile,Red Blend,92
105694,France,Sauvignon Blanc,92
105695,US,Syrah,92
105696,Italy,Nebbiolo,92
105697,France,Bordeaux-style White Blend,92
105698,Italy,Nebbiolo,92
105699,Italy,Nebbiolo,92
105700,Italy,Nebbiolo,92
105701,US,Cabernet Sauvignon,92
105702,US,Albariño,92
105703,Italy,Nebbiolo,92
105704,US,Cabernet Sauvignon,92
105705,Italy,Nebbiolo,92
105706,France,Sauvignon Blanc,92
105707,US,Cabernet Sauvignon,92
105708,US,Malbec,92
105709,Italy,Nebbiolo,92
105710,Italy,Nebbiolo,92
105711,Italy,Nebbiolo,92
105712,US,Red Blend,92
105713,Italy,Nebbiolo,92
105714,Italy,Nebbiolo,92
105715,Italy,Nebbiolo,92
105716,US,Riesling,92
105717,US,Chardonnay,92
105718,US,Pinot Noir,92
105719,Italy,Nebbiolo,92
105720,Chile,Cabernet Sauvignon,86
105721,Chile,Cabernet Sauvignon,86
105722,Chile,Cabernet Sauvignon,86
105723,Italy,Vermentino,86
105724,France,Cabernet Franc,86
105725,US,Chardonnay,86
105726,Italy,Sangiovese,86
105727,Chile,Merlot,86
105728,US,Zinfandel,86
105729,France,Cabernet Franc,86
105730,Italy,Shiraz,86
105731,South Africa,Sauvignon Blanc,86
105732,South Africa,Shiraz,86
105733,US,Chardonnay,86
105734,Italy,Monica,86
105735,Chile,Merlot,86
105736,US,Pinot Noir,86
105737,US,Red Blend,85
105738,US,Merlot,85
105739,Chile,Viognier,85
105740,South Africa,Syrah-Viognier,85
105741,US,Pinot Noir,85
105742,Chile,Merlot,85
105743,US,Gewürztraminer,85
105744,US,Pinot Noir,85
105745,Chile,Merlot,85
105746,Chile,Cabernet Sauvignon,85
105747,Italy,Merlot,85
105748,Chile,Sauvignon Blanc,85
105749,Chile,Sauvignon Blanc,85
105750,Italy,Red Blend,89
105751,US,Pinot Noir,89
105752,Germany,Riesling,89
105753,Australia,Chardonnay,89
105754,Spain,Red Blend,89
105755,Italy,Merlot,89
105756,Italy,Sangiovese,89
105757,Italy,Red Blend,89
105758,Italy,Red Blend,89
105759,Italy,Merlot,89
105760,Italy,Cabernet Franc,89
105761,Italy,Red Blend,89
105762,Portugal,Portuguese Red,89
105763,Australia,Chardonnay,89
105764,Spain,White Blend,89
105765,US,Pinot Noir,89
105766,Italy,Red Blend,89
105767,Italy,Sangiovese,89
105768,US,Grenache,89
105769,US,Pinot Gris,89
105770,Israel,Cabernet Merlot,89
105771,Portugal,Portuguese Red,89
105772,Spain,Tempranillo,89
105773,Italy,Merlot,89
105774,Italy,Sangiovese,89
105775,US,Pinot Noir,89
105776,Portugal,Portuguese Red,89
105777,Portugal,Portuguese Red,89
105778,Italy,Red Blend,89
105779,France,Bordeaux-style Red Blend,89
105780,France,Red Blend,84
105781,France,Red Blend,84
105782,US,Chardonnay,84
105783,Italy,Sparkling Blend,84
105784,US,Cabernet Sauvignon,84
105785,US,Viognier,84
105786,US,Bordeaux-style Red Blend,84
105787,US,Zinfandel,84
105788,US,Cabernet Franc,84
105789,US,Pinot Noir,84
105790,US,Riesling,84
105791,US,Mourvèdre,84
105792,US,Red Blend,84
105793,Italy,Cortese,84
105794,US,Grenache,84
105795,Spain,Verdejo,84
105796,US,Sauvignon Blanc,84
105797,US,Gewürztraminer,84
105798,US,Merlot,84
105799,Italy,Dolcetto,84
105800,Italy,Barbera,84
105801,US,Cabernet Sauvignon,84
105802,Argentina,Cabernet Sauvignon,84
105803,Argentina,Cabernet Sauvignon,84
105804,Spain,Tempranillo,84
105805,US,Marsanne,84
105806,Argentina,Chardonnay,84
105807,Argentina,Malbec,84
105808,US,Pinot Grigio,84
105809,Spain,Verdejo,84
105810,Germany,Riesling,91
105811,US,Zinfandel,90
105812,US,Pinot Noir,90
105813,US,Pinot Noir,90
105814,Austria,Riesling,90
105815,Australia,Shiraz,90
105816,Austria,Blaufränkisch,90
105817,US,Gewürztraminer,90
105818,Italy,Prosecco,90
105819,Germany,Riesling,90
105820,US,Merlot,90
105821,US,Syrah,90
105822,US,Syrah,90
105823,US,Pinot Noir,90
105824,US,Pinot Noir,90
105825,Austria,Sauvignon Blanc,90
105826,US,Syrah,90
105827,Austria,Pinot Noir,90
105828,Germany,Riesling,90
105829,US,Red Blend,90
105830,US,Pinot Noir,90
105831,Italy,Prosecco,90
105832,US,Cabernet Sauvignon,90
105833,Germany,Riesling,90
105834,Australia,Shiraz,90
105835,US,Zinfandel,90
105836,Austria,Zweigelt,90
105837,Australia,Shiraz,90
105838,Austria,Riesling,90
105839,US,Merlot,90
105840,France,Champagne Blend,87
105841,US,Chardonnay,87
105842,France,Champagne Blend,87
105843,Chile,Sauvignon Blanc,87
105844,US,Sparkling Blend,87
105845,US,Sparkling Blend,87
105846,US,Sparkling Blend,87
105847,US,Merlot,87
105848,France,Champagne Blend,87
105849,Romania,Feteascǎ Regalǎ,87
105850,France,Sparkling Blend,87
105851,Italy,Moscato,87
105852,Chile,Sauvignon Blanc,87
105853,France,Champagne Blend,87
105854,Georgia,White Blend,87
105855,Slovenia,Malvasia Istriana,87
105856,US,Chardonnay,87
105857,Chile,Cabernet Sauvignon-Syrah,87
105858,US,Pinot Noir,87
105859,US,Cabernet Franc,87
105860,Portugal,Portuguese Red,87
105861,Portugal,Portuguese Red,87
105862,US,Pinot Gris,87
105863,Chile,Cabernet Sauvignon,87
105864,US,Zinfandel,87
105865,Chile,Carmenère,87
105866,Portugal,Trincadeira,87
105867,US,Red Blend,87
105868,Portugal,Siria,87
105869,Italy,Aglianico,87
105870,France,Rosé,84
105871,Chile,Cabernet Sauvignon,84
105872,New Zealand,Sauvignon Blanc,84
105873,Chile,Cabernet Sauvignon,84
105874,US,Petite Verdot,84
105875,Australia,Riesling,84
105876,New Zealand,Sauvignon Blanc,83
105877,Italy,Barbera,83
105878,US,Zinfandel,83
105879,Chile,Carmenère,83
105880,New Zealand,Sauvignon Blanc,83
105881,France,Merlot,83
105882,US,Zinfandel,83
105883,US,Red Blend,83
105884,US,Red Blend,83
105885,US,Chardonnay,83
105886,New Zealand,Sauvignon Blanc,83
105887,US,Syrah,83
105888,US,Zinfandel,83
105889,Australia,Cabernet Merlot,83
105890,New Zealand,Sauvignon Blanc,83
105891,New Zealand,Sauvignon Blanc,83
105892,US,Gewürztraminer,83
105893,Chile,Shiraz,83
105894,South Africa,Shiraz,83
105895,Australia,Cabernet Sauvignon,83
105896,France,Rosé,83
105897,US,Muscat,83
105898,Chile,Chardonnay,83
105899,South Africa,Sauvignon Blanc,83
105900,US,Riesling,82
105901,Spain,Maturana,82
105902,US,Pinot Noir,82
105903,Chile,Merlot,82
105904,US,Petite Sirah,82
105905,US,Chardonnay,82
105906,US,Pinot Grigio,82
105907,US,Sangiovese,82
105908,US,Merlot,81
105909,Spain,Malvar,81
105910,US,Chardonnay,81
105911,Israel,Sauvignon Blanc,81
105912,Spain,Red Blend,81
105913,Portugal,Portuguese Red,81
105914,Spain,Malvasia,80
105915,Spain,Airen,80
105916,Spain,Tempranillo,80
105917,France,Bordeaux-style Red Blend,96
105918,France,Bordeaux-style Red Blend,93
105919,France,Bordeaux-style White Blend,93
105920,France,Bordeaux-style Red Blend,93
105921,France,Bordeaux-style Red Blend,93
105922,France,Bordeaux-style Red Blend,93
105923,France,Bordeaux-style Red Blend,93
105924,France,Bordeaux-style Red Blend,93
105925,France,Bordeaux-style Red Blend,92
105926,France,Bordeaux-style Red Blend,92
105927,France,Bordeaux-style Red Blend,92
105928,France,Bordeaux-style Red Blend,92
105929,France,Bordeaux-style White Blend,92
105930,Uruguay,Tannat,83
105931,France,Sauvignon Blanc,83
105932,US,Zinfandel,83
105933,US,Zinfandel,83
105934,US,Pinot Noir,83
105935,Germany,Silvaner,83
105936,France,Pinot Gris,83
105937,US,Chardonnay,83
105938,US,Viognier,83
105939,New Zealand,Pinot Gris,83
105940,Germany,Riesling,83
105941,Germany,Riesling,83
105942,Australia,Chardonnay,83
105943,Germany,Riesling,83
105944,US,Rosé,82
105945,US,Cabernet Sauvignon,82
105946,Germany,Silvaner,82
105947,Germany,Silvaner,82
105948,Spain,Tempranillo,82
105949,US,Grenache,82
105950,US,Cabernet Sauvignon,82
105951,US,Pinot Noir,82
105952,Australia,Red Blend,82
105953,Germany,Silvaner,82
105954,Germany,Riesling,82
105955,Brazil,Merlot,82
105956,France,Gewürztraminer,82
105957,US,Merlot,82
105958,Uruguay,Red Blend,82
105959,Spain,Tempranillo Blend,82
105960,US,Merlot,86
105961,US,Cabernet Sauvignon,86
105962,US,Zinfandel,86
105963,Italy,Prosecco,86
105964,Italy,Prosecco,86
105965,France,Pinot Noir,86
105966,Spain,Sparkling Blend,86
105967,Spain,Sparkling Blend,86
105968,France,White Blend,86
105969,Italy,Prosecco,86
105970,Portugal,Portuguese Red,86
105971,US,Gewürztraminer,86
105972,Italy,Prosecco,86
105973,Spain,Albariño,86
105974,US,Zinfandel,86
105975,Spain,Sparkling Blend,86
105976,Spain,Tempranillo,86
105977,US,Zinfandel,86
105978,Spain,Chardonnay,86
105979,Italy,Prosecco,86
105980,France,Merlot,86
105981,Portugal,Portuguese Red,86
105982,US,Sauvignon Blanc,86
105983,France,Grenache,86
105984,South Africa,Chardonnay,86
105985,Australia,Sémillon,86
105986,US,Pinot Noir,86
105987,Spain,Sparkling Blend,86
105988,Spain,Red Blend,86
105989,Italy,Prosecco,86
105990,US,Pinot Noir,92
105991,US,Riesling,92
105992,Italy,Nebbiolo,92
105993,Italy,Nebbiolo,92
105994,Italy,Nebbiolo,92
105995,France,Sauvignon Blanc,92
105996,US,Sauvignon Blanc,92
105997,US,Petite Verdot,92
105998,US,Sauvignon Blanc,92
105999,US,Chardonnay,92
106000,US,Zinfandel,92
106001,Italy,Nebbiolo,92
106002,Italy,Nebbiolo,92
106003,France,Sauvignon Blanc,92
106004,Italy,Nebbiolo,92
106005,France,Bordeaux-style Red Blend,92
106006,US,Zinfandel,92
106007,Italy,Nebbiolo,92
106008,Italy,Nebbiolo,92
106009,US,Cabernet Sauvignon,92
106010,US,Chardonnay,92
106011,US,Chardonnay,92
106012,US,Pinot Noir,92
106013,Italy,Nebbiolo,92
106014,France,Sauvignon Blanc,92
106015,Italy,Nebbiolo,92
106016,Italy,Nebbiolo,92
106017,Italy,Nebbiolo,92
106018,France,Bordeaux-style White Blend,92
106019,France,Bordeaux-style White Blend,92
106020,France,Cabernet Franc,85
106021,France,Sauvignon Blanc,85
106022,Chile,Chardonnay,85
106023,US,Viognier,85
106024,US,Rosé,85
106025,US,Chardonnay,85
106026,Italy,Shiraz,85
106027,New Zealand,Sauvignon Blanc,85
106028,US,Pinot Noir,85
106029,US,Rhône-style White Blend,85
106030,US,Sauvignon Blanc,85
106031,Chile,Viognier,85
106032,Australia,Cabernet Sauvignon,85
106033,Italy,Cesanese d'Affile,85
106034,Australia,Cabernet Sauvignon,85
106035,South Africa,Shiraz-Viognier,85
106036,US,Merlot,85
106037,US,Chardonnay,85
106038,US,Syrah,85
106039,Italy,Rosé,85
106040,France,Chardonnay,85
106041,Chile,Pinot Noir,85
106042,US,Zinfandel,85
106043,US,Zinfandel,85
106044,Chile,Syrah,85
106045,US,Grenache,85
106046,Italy,Montepulciano,85
106047,US,Syrah,85
106048,New Zealand,Sauvignon Blanc,85
106049,New Zealand,Chardonnay,85
106050,Spain,Tempranillo,89
106051,Spain,Tinta de Toro,89
106052,Israel,Gewürztraminer,89
106053,Portugal,Portuguese Red,89
106054,Italy,Red Blend,89
106055,Italy,Red Blend,89
106056,Germany,Riesling,89
106057,Italy,Red Blend,89
106058,Italy,Merlot,89
106059,Italy,Red Blend,89
106060,Spain,Tempranillo,89
106061,Portugal,Portuguese Red,89
106062,Spain,Tempranillo Blend,89
106063,Spain,Tempranillo Blend,89
106064,Portugal,Malvasia Fina,89
106065,Canada,Cabernet Merlot,89
106066,Portugal,Portuguese Red,89
106067,Italy,Merlot,89
106068,Italy,Red Blend,89
106069,Italy,Cabernet Sauvignon,89
106070,Germany,Riesling,89
106071,Spain,Tempranillo,89
106072,Spain,Albariño,89
106073,US,Cabernet Sauvignon,89
106074,Germany,Riesling,89
106075,US,Pinot Gris,89
106076,Italy,Red Blend,89
106077,Spain,Albariño,89
106078,Italy,Red Blend,89
106079,Portugal,Touriga Nacional,89
106080,US,Chardonnay,84
106081,Spain,Garnacha,84
106082,US,Cabernet Sauvignon,84
106083,US,Red Blend,84
106084,US,Merlot,84
106085,Argentina,Malbec,84
106086,US,Zinfandel,84
106087,Australia,Shiraz,84
106088,US,Cabernet Sauvignon,84
106089,US,Pinot Noir,84
106090,US,Chardonnay,84
106091,Argentina,Viognier,84
106092,US,Bordeaux-style Red Blend,84
106093,US,Chardonnay,84
106094,US,Viognier,84
106095,US,Mourvèdre,84
106096,Argentina,Bonarda,84
106097,Australia,Shiraz,84
106098,US,Red Blend,84
106099,Argentina,Cabernet Sauvignon,84
106100,Argentina,Chardonnay,84
106101,Argentina,Malbec,84
106102,Italy,Dolcetto,84
106103,US,Sauvignon Blanc,84
106104,Spain,Cabernet Sauvignon-Tempranillo,84
106105,US,Cabernet Sauvignon,84
106106,US,Rosé,84
106107,US,Sauvignon Blanc,84
106108,US,Cabernet Sauvignon,84
106109,Argentina,Cabernet Sauvignon,84
106110,Austria,Red Blend,90
106111,Australia,Shiraz,90
106112,Austria,Bordeaux-style Red Blend,90
106113,US,Cabernet Sauvignon,90
106114,US,Pinot Noir,90
106115,Italy,Prosecco,90
106116,US,Syrah,90
106117,France,Pinot Noir,90
106118,US,Red Blend,90
106119,France,Pinot Noir,90
106120,France,Pinot Noir,90
106121,Austria,Riesling,90
106122,Australia,Shiraz,90
106123,US,Pinot Noir,90
106124,Austria,Grüner Veltliner,90
106125,Austria,Riesling,90
106126,Austria,Sauvignon Blanc,90
106127,US,Chardonnay,90
106128,US,Red Blend,90
106129,US,Red Blend,90
106130,Austria,Sauvignon Blanc-Chardonnay,90
106131,Germany,Riesling,90
106132,Germany,Riesling,90
106133,Germany,Riesling,90
106134,Austria,Riesling,90
106135,Austria,Blaufränkisch,90
106136,Australia,Shiraz,90
106137,Australia,Shiraz,90
106138,US,Cabernet Sauvignon,90
106139,Spain,Tempranillo,90
106140,US,Chardonnay,87
106141,France,Grenache-Syrah,87
106142,Chile,Syrah,87
106143,Chile,Sparkling Blend,87
106144,Portugal,Portuguese Red,87
106145,US,Sparkling Blend,87
106146,US,Zinfandel,87
106147,US,Sparkling Blend,87
106148,Chile,Cabernet Sauvignon,87
106149,Chile,Cabernet Sauvignon,87
106150,France,Chenin Blanc,87
106151,Portugal,Portuguese Red,87
106152,Hungary,Red Blend,87
106153,Hungary,Furmint,87
106154,US,Malbec,87
106155,Romania,Feteasca Neagra,87
106156,US,White Blend,87
106157,Portugal,Portuguese Red,87
106158,Portugal,Rosé,87
106159,Italy,Aglianico,87
106160,Italy,Red Blend,87
106161,Italy,Moscato,87
106162,Italy,Moscato,87
106163,Chile,Cabernet Sauvignon,87
106164,US,Chardonnay,87
106165,France,Champagne Blend,87
106166,Portugal,Tinta Barroca,87
106167,France,Syrah-Grenache,87
106168,US,Zinfandel,87
106169,Italy,Sparkling Blend,87
106170,Chile,Sauvignon Blanc,83
106171,South Africa,Chenin Blanc,83
106172,Chile,Merlot,83
106173,US,Syrah,83
106174,US,Sauvignon Blanc,83
106175,US,Carmenère,82
106176,US,Petite Sirah,82
106177,US,Rosé,82
106178,Italy,Barbera,82
106179,Italy,Barbera,82
106180,US,Zinfandel,82
106181,Australia,Chardonnay-Semillon,82
106182,Chile,Chardonnay,82
106183,US,Chardonnay,82
106184,US,Zinfandel,82
106185,US,Syrah,82
106186,US,Zinfandel,82
106187,US,Sauvignon Blanc,82
106188,US,Zinfandel,82
106189,US,Zinfandel,82
106190,US,Syrah,82
106191,South Africa,Chenin Blanc,82
106192,US,Syrah,82
106193,US,Zinfandel,82
106194,Italy,Barbera,82
106195,US,Cabernet Sauvignon,82
106196,US,Merlot,82
106197,US,Sangiovese,82
106198,US,Cabernet Sauvignon,82
106199,Chile,Cabernet Sauvignon,81
106200,France,Bordeaux-style Red Blend,92
106201,France,Bordeaux-style Red Blend,91
106202,France,Bordeaux-style Red Blend,91
106203,France,Bordeaux-style Red Blend,90
106204,France,Bordeaux-style Red Blend,90
106205,France,Bordeaux-style Red Blend,90
106206,France,Rosé,90
106207,France,Bordeaux-style Red Blend,90
106208,France,Bordeaux-style Red Blend,89
106209,France,Bordeaux-style Red Blend,89
106210,France,Bordeaux-style Red Blend,89
106211,France,Bordeaux-style Red Blend,89
106212,France,Rosé,88
106213,France,Rosé,88
106214,France,Rosé,87
106215,France,Rosé,86
106216,France,Bordeaux-style Red Blend,90
106217,France,Bordeaux-style Red Blend,88
106218,France,Bordeaux-style Red Blend,88
106219,France,Bordeaux-style Red Blend,84
106220,Germany,Spätburgunder,87
106221,US,Pinot Noir,98
106222,Germany,Riesling,97
106223,US,Cabernet Sauvignon,97
106224,US,Pinot Noir,97
106225,US,Bordeaux-style Red Blend,97
106226,US,Pinot Noir,96
106227,Germany,Riesling,96
106228,France,Red Blend,96
106229,US,Cabernet Sauvignon,96
106230,Spain,Sparkling Blend,82
106231,Lebanon,Cabernet Sauvignon,82
106232,US,Zinfandel,82
106233,US,Chardonnay,82
106234,US,Claret,82
106235,Uruguay,Pinot Noir,82
106236,Spain,Xarel-lo,82
106237,US,Pinot Noir,82
106238,Spain,White Blend,82
106239,US,Chardonnay,82
